id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4856515,A Sunny Suite Up Main,24738659,Katrina,,Riley Park,49.24326,-123.10298,Private room,45,30,24,2021-10-31,0.30,4,184,2,
4871974,Private guest space in heritage house,8086252,James,,Downtown Eastside,49.27813,-123.09127,Private room,80,3,240,2021-01-02,2.83,1,0,1,#21-156238
4888430,Elegant Private Suite off Broadway,25151201,Nicole,,Mount Pleasant,49.26147,-123.08229,Entire home/apt,80,3,387,2021-12-10,4.71,1,111,54,21-156421
4942126,Granville Isl water/pastoral view,25470676,Patricia,,Fairview,49.26616,-123.12985,Private room,90,3,100,2021-10-26,1.27,2,199,8,18-582307
4958622,2 storey executive loft downtown + 1 parking,25561464,Rantaj,,Downtown,49.27823,-123.12071,Entire home/apt,175,6,58,2021-09-29,0.70,1,12,9,21-158449
4995055,Bright & Light Main St. Garden Suite,3959207,Rob & Kea,,Riley Park,49.24531,-123.09533,Entire home/apt,70,28,30,2021-12-01,0.54,2,49,4,18-611243
5005722,Spacious Character in Point Grey,25813717,Alison,,West Point Grey,49.25965,-123.20512,Entire home/apt,282,4,108,2021-10-29,1.32,1,321,3,21-156992
5040320,Gorgeous 1-Bdr – Walk Everywhere!,179396,Lili,,Downtown,49.27993,-123.1263,Entire home/apt,145,30,101,2021-12-01,1.22,3,1,8,21-105070
5089343,Vancouver SUPER location view 1-bedroom suite.,1368497,Kathy,,West End,49.28165,-123.12841,Private room,2000,2,73,2018-08-27,1.09,1,0,0,19-162873
5154272,O1 - High Rise Yaletown Condo with City and Park Views,21783759,Viviena,,Downtown,49.27508,-123.12388,Entire home/apt,125,90,13,2021-10-04,0.17,7,194,1,
5257529,"Entire basement bachelor suite, separate entrance",276666577,Ian,,Kensington-Cedar Cottage,49.25867,-123.07337,Private room,95,3,29,2021-11-03,0.39,1,178,9,21-157161
5278749,Main Street Apartment,27325928,Sam,,Mount Pleasant,49.2644,-123.09873,Entire home/apt,80,2,92,2019-09-02,1.13,1,0,0,18-591142
5315811,"Bright, fully furnished suite",4217281,Jennifer,,Fairview,49.25872,-123.12185,Private room,75,30,6,2020-08-31,0.08,3,0,0,
5354597,Your private suite in Vancouver!,18823483,Tc,,Victoria-Fraserview,49.232,-123.07403,Entire home/apt,79,5,128,2019-09-21,1.55,2,322,0,19-162290
5391067,Artistic Space Close to Gastown,22720879,Brian,,Downtown Eastside,49.28287,-123.09425,Entire home/apt,80,2,50,2019-11-17,0.63,1,0,0,20-160908
5423637,Gorgeous City Views from a Relaxed Apartment,23977001,Emma,,West End,49.2827,-123.1241,Entire home/apt,140,30,69,2021-11-03,0.84,12,200,5,
5447491,2021 Summer in Vancouver,21449772,Leslie Anne,,South Cambie,49.25376,-123.1248,Entire home/apt,300,31,3,2019-07-31,0.05,1,62,0,
5459210,A Mount Pleasant Gem,21614195,Julia,,Mount Pleasant,49.25853,-123.08005,Entire home/apt,130,10,10,2019-08-17,0.15,1,0,0,19-163003
5471844,"Large, Modern & Private Space",28381470,Nia,,Kensington-Cedar Cottage,49.24731,-123.08777,Private room,99,1,716,2021-11-28,8.74,1,264,130,21-157242
5482135,Cozy and Beautiful 3BD Home,7155253,Karin,,Renfrew-Collingwood,49.24243,-123.04059,Entire home/apt,158,3,225,2021-11-13,2.75,5,30,5,21-157527
5490474,Two Bedrooms in Basement (Kits) - close to Beach,28469375,Geraldine,,Kitsilano,49.27105,-123.18246,Entire home/apt,145,30,82,2021-08-31,1.48,2,190,4,
5538655,"Charming, bright and convenient 2-bedroom suite",11543743,Jennifer,,Kensington-Cedar Cottage,49.24429,-123.0884,Entire home/apt,180,30,22,2017-08-21,0.28,1,0,0,
5562730,Introvert's Rest in Luxury Hostel,23069890,Rebecca,,Kerrisdale,49.22464,-123.13997,Private room,65,1,341,2021-11-14,4.26,4,14,5,21-309505
5567902,"Private room for ONE person, All incl",16631729,Nima,,Downtown,49.28506,-123.11247,Private room,45,30,12,2019-12-23,0.16,2,73,0,
5571829,Downtown Vancouver Studio,4842154,Brenda,,Downtown,49.27832,-123.12109,Entire home/apt,109,30,27,2021-10-31,0.35,1,146,4,18-531321
5602997,Beautiful 2-bd Modern home,28884211,Kathy,,Grandview-Woodland,49.27549,-123.06406,Entire home/apt,185,2,210,2021-11-23,2.57,1,138,23,21-156491
5631903,Comfy Garden Suite Close to Town,3588418,Tanja,,South Cambie,49.24942,-123.12413,Entire home/apt,100,3,164,2021-11-30,2.02,1,101,12,18-475901
5642121,"Modern, Urban Commercial Drive Home",214986,Ardene,,Grandview-Woodland,49.26914,-123.05684,Entire home/apt,164,1,310,2021-10-28,3.95,2,163,19,21-157006
5670706,Cozy one bedroom in coal harbour.,29400167,Christine,,West End,49.28722,-123.12588,Entire home/apt,139,360,28,2017-12-23,0.34,1,164,0,18-561523
5698137,Kitsilano Retreat,29544434,Dan And Virginia,,Kitsilano,49.27016,-123.17693,Entire home/apt,558,5,19,2019-07-07,0.23,1,188,0,21-157280
5747556,Mosaic Suite @ Grandview House,21294269,Robert,,Grandview-Woodland,49.27152,-123.06947,Entire home/apt,125,5,75,2021-11-05,0.93,2,132,3,21-174416
5759976,Modern Condo on Keefer Street (Downtown/Chinatown),4408084,Alea,,Downtown Eastside,49.27851,-123.09941,Entire home/apt,125,4,39,2018-09-23,0.48,1,0,0,18-562269-SA
5761885,"Bright, convenient studio",17378930,Leah,,Grandview-Woodland,49.28512,-123.05801,Entire home/apt,60,85,1,2015-08-01,0.01,1,0,0,
5795871,150 One Bedroom at the Wall Centre,600607,Bruce,,Downtown,49.28084,-123.12598,Entire home/apt,92,30,6,2020-02-09,0.11,45,1,0,
5807056,"Low Monthly - Davie, Robson, & Scenic Stanley Park",23629057,Brad,,West End,49.28698,-123.13246,Entire home/apt,149,30,60,2020-11-19,0.74,2,365,0,21-157010
5808094,Spectacular View in Yaletown & Park,5268156,Allan,,Downtown,49.27453,-123.12461,Entire home/apt,424,30,12,2019-08-04,0.26,2,364,0,18-491535
5814747,"Modern Guesthouse Suite, 5 min walk to Skytrain",7202395,Louis,,Renfrew-Collingwood,49.24554,-123.05089,Entire home/apt,72,3,236,2021-11-26,4.37,1,24,42,21-157030
5815477,Private 1st Class Loft Suite,20626616,Mark,,Kitsilano,49.26698,-123.16059,Entire home/apt,159,30,9,2018-08-14,0.11,4,193,0,
5852402,Bright & modern main floor bedroom in quiet home.,30389342,Val,,Dunbar Southlands,49.24347,-123.17806,Private room,70,30,190,2021-11-08,2.86,1,68,4,
5857194,East Vancouver Two Level View Loft,30411393,Patrick,,Grandview-Woodland,49.28669,-123.06221,Entire home/apt,132,2,432,2021-12-03,5.37,1,329,46,21-156355
5873868,"New! Modern, Luxury Vancouver Condo",406594,Dawn,,Mount Pleasant,49.26867,-123.10487,Entire home/apt,110,90,22,2018-08-19,0.27,3,0,0,
5877217,Newly Renovated 1 Bedroom w Den Downtown,16152564,Anthony,,West End,49.28941,-123.12908,Entire home/apt,126,30,23,2021-09-16,0.29,1,300,2,18-430718
5881530,Private. Trendy Neighbourhood. Sleeps 5.,1611007,Peter And Andria,,Grandview-Woodland,49.27675,-123.06537,Entire home/apt,135,2,304,2021-11-27,3.93,1,273,22,21-156680
5961772,Contemporary Yaletown 1 bedroom,20071422,Luc,,Downtown,49.27818,-123.13048,Entire home/apt,250,270,0,,,1,0,0,
6018284,Beautiful Heritage home with 3 bedrooms,31239535,John And Deb,,Grandview-Woodland,49.27572,-123.06039,Entire home/apt,263,2,20,2020-03-15,0.26,1,0,0,18-608837
6032973,"Spacious 4br home by Jericho beach, UBC",1766084,Jill,,West Point Grey,49.26442,-123.19224,Entire home/apt,585,6,33,2019-08-25,0.42,1,129,0,21-156402
6045404,Bright family home in Trendy Main Street Area,3959207,Rob & Kea,,Riley Park,49.24506,-123.09533,Entire home/apt,493,4,28,2021-10-13,0.36,2,143,2,18-611243
6151520,Executive Heritage Classic - Kits,20626616,Mark,,Kitsilano,49.26774,-123.1611,Entire home/apt,249,30,9,2018-09-02,0.12,4,266,0,
6166558,Elegant Family Home on Seawall,260328,Debra,,Fairview,49.26649,-123.12179,Entire home/apt,191,30,6,2016-03-23,0.08,1,0,0,
6184381,Luxury 2Bdrm near QE Park + King Edward Skytrain,14656721,Soleil,,Riley Park,49.24748,-123.10906,Entire home/apt,200,3,21,2021-09-19,0.29,2,0,11,21-178732
6226872,Bright Suite Bikable & Near Transit,17386999,Danna,,Hastings-Sunrise,49.26407,-123.03992,Entire home/apt,36,7,61,2021-12-04,0.76,1,37,9,21-157167
6239107,Luxury living,32381029,Meron,,Downtown,49.27809,-123.12919,Entire home/apt,196,60,14,2015-09-07,0.18,1,0,0,
6249125,Vancouver Sanctuary Mount Pleasant & Rooftop Patio,8073767,Anthony,,Mount Pleasant,49.26329,-123.09956,Entire home/apt,299,3,53,2021-11-29,0.66,1,359,13,20-159611
6270968,Downtown Vancouver,30033,Eric & Mariko,,Downtown,49.27912,-123.12066,Entire home/apt,350,30,37,2018-09-04,0.50,1,268,0,
6324453,Character home ideal for families!,21976533,Maggie & Noah,,Mount Pleasant,49.26071,-123.09265,Entire home/apt,650,4,61,2021-09-03,0.77,1,177,5,21-156361
6347338,Elegant Cottage Style Suite,30993322,Lucia,,Riley Park,49.25076,-123.10873,Entire home/apt,125,30,74,2021-12-06,0.93,1,247,3,
6364673,Downtown Vancouver 2BR by BC PLACE,317618,Edgar,,Downtown,49.27729,-123.11603,Entire home/apt,253,1,29,2017-09-17,0.37,9,0,0,Exempt
6365193,Large Heritage Flat in East Van,26741677,Kayla,,Grandview-Woodland,49.2716,-123.06175,Entire home/apt,125,5,5,2018-08-06,0.07,1,0,0,18-594237
6405277,Luxury Upscale Condo-Best Location,406594,Dawn,,Downtown,49.28104,-123.11013,Entire home/apt,75,180,16,2019-10-01,0.20,3,183,0,
6407591,Relax in the city,33419209,Ursula,,Hastings-Sunrise,49.26624,-123.04491,Entire home/apt,239,5,9,2021-09-02,0.13,1,0,1,21-253191
6416204,Penthouse with Private Rooftop Deck,32089457,Linda,,West End,49.27942,-123.13355,Entire home/apt,146,30,172,2020-03-17,2.20,1,273,0,20-160030
6416686,300 sqf  Ensuite,653436,Pirike,,Renfrew-Collingwood,49.24373,-123.04979,Private room,68,30,12,2021-12-02,0.15,5,56,2,
6421331,Guest house for rent,33501321,Michael & Alina,,Hastings-Sunrise,49.28038,-123.02865,Entire home/apt,250,30,59,2019-11-08,0.75,2,312,0,Exempt
6425616,"Amazing Views, Designer Apartment, Netflix Location Shoot",228917,Justin,,Downtown Eastside,49.28113,-123.10764,Entire home/apt,529,30,271,2021-11-07,3.40,1,152,3,19-1619-42
6435598,Quiet Kerrisdale location,16828389,Patrick,,Kerrisdale,49.22694,-123.15632,Entire home/apt,125,2,29,2020-02-16,0.69,1,0,0,19-161903
6452450,Hotel Apartment,16538256,Dusan,,West End,49.29241,-123.13471,Entire home/apt,105,30,4,2016-09-04,0.05,1,0,0,
6493890,Charming Mount Pleasant Apartment,11714989,Samantha,,Mount Pleasant,49.26644,-123.08922,Entire home/apt,115,30,43,2018-05-20,0.54,1,0,0,
6494884,Lovely 3-bedroom home,33950098,Erica,,Grandview-Woodland,49.27177,-123.06063,Entire home/apt,340,4,52,2021-08-23,0.65,1,66,1,19-187599
6590164,Lovely Kits Character Home - Close to beach,34473651,Valia,,Kitsilano,49.26629,-123.18524,Entire home/apt,500,5,6,2019-12-27,0.08,1,0,0,18-550174
6602481,"Heart of downtown
 Vancouver",34542738,Ronald,,Downtown,49.27806,-123.13061,Entire home/apt,108,4,67,2021-10-12,1.05,1,122,22,21-157608
6611269,Cozy & compact modern bachelor suite,34594484,Michelle,,Renfrew-Collingwood,49.25472,-123.03387,Entire home/apt,65,30,59,2021-08-29,0.75,3,159,4,
6645469,Edge of Kitsilano/close to UBC,16553992,Kathy,,Kitsilano,49.26049,-123.17747,Entire home/apt,198,2,269,2021-12-04,3.44,1,134,30,21-157251
6646902,Spacious and bright 3 bedroom 5min to downtown,34793582,Kevin,,Mount Pleasant,49.26494,-123.10534,Entire home/apt,200,30,46,2021-10-22,0.59,3,365,1,
6660457,"Heart of Downtown, Amazing View in Coal Harbour!",34840348,Laulé,,West End,49.28695,-123.12654,Private room,60,30,246,2021-09-10,3.52,2,10,1,
6689753,Apartment,13448213,Talia,,Kitsilano,49.27183,-123.15549,Entire home/apt,210,30,20,2017-09-03,0.26,1,0,0,
6692629,Beautiful Bright Room In Kitsilano Heritage Home,3751879,Jayden,,Kitsilano,49.2668,-123.15955,Private room,111,4,27,2021-11-23,0.95,2,168,7,21-158105
6730306,"Beautiful, quiet apmt in vibrant neighbourhood.",9450833,Alexandra,,Grandview-Woodland,49.27534,-123.0659,Entire home/apt,240,7,25,2019-09-22,0.32,1,0,0,19-223535
6732143,Modern Micro Suite near Hip Main St,446881,Rebecca And Phil,,Riley Park,49.2482,-123.09623,Entire home/apt,98,14,222,2021-12-02,2.81,1,119,11,21-156396
6765180,"Fresh-look, 3-bedroom suite",24738659,Katrina,,Riley Park,49.24197,-123.10083,Entire home/apt,130,31,1,2021-08-28,0.28,4,285,1,
6798565,Downtown Condo 1 bedroom 2 bathrooms - whole place,30246923,Paris,,Downtown,49.29019,-123.12637,Entire home/apt,55,30,120,2020-07-01,2.04,1,0,0,
6808688,"Bright room, Amazing View, Heart of Downtown",34840348,Laulé,,Downtown,49.28945,-123.12525,Private room,70,30,336,2021-09-26,4.25,2,114,2,
6812180,Roomy 2BR apt near Downtown - Pets negotiable.,8427578,Caroline,,Downtown Eastside,49.27853,-123.09265,Entire home/apt,129,3,252,2021-11-30,3.21,1,130,26,21-156854
6836507,Spacious Downtown Oasis with Views,160970,Greg,,Downtown,49.27878,-123.11624,Entire home/apt,250,399,2,2015-06-25,0.03,1,365,0,
6854409,Spacious heritage 'loft' near VGH,6744998,Ilia,,Fairview,49.26408,-123.12831,Entire home/apt,140,4,29,2021-10-17,0.37,1,153,4,21-186490
6863617,Heritage Home with Surreal Setting,35966943,Noah,,Downtown Eastside,49.27954,-123.0919,Private room,122,2,101,2020-03-07,1.28,1,365,0,19-163391
6871805,Spacious 2-bed Private Suite,36014126,Amanda & Ben,,Kensington-Cedar Cottage,49.2439,-123.08738,Entire home/apt,115,1,133,2020-01-31,1.88,1,0,0,20-160191
6897283,Collingwood Cottage near Dunbar,36141263,Tammy&Sean,,Dunbar Southlands,49.2539,-123.17975,Private room,155,30,18,2019-07-28,0.23,2,88,0,20-116885
6912562,Room close to Downtown/VGH/BCCH,573014,Nuha,,South Cambie,49.25138,-123.11911,Private room,64,120,65,2019-12-15,0.83,3,365,0,18-611304
6939529,Cozy Loft in the heart of Vancouver,1142482,Anastasia & Tommy,,Kerrisdale,49.22347,-123.14169,Entire home/apt,93,4,130,2021-08-23,1.65,1,333,16,21-157370
6975013,"Tastefully modern, central location",3426960,Rachael,,Mount Pleasant,49.26484,-123.09867,Entire home/apt,214,10,41,2019-08-26,0.52,1,51,0,19-219554
6977279,Stay here for your family ready-made Christmas!,5137698,Cameron,,Sunset,49.217,-123.09479,Entire home/apt,279,5,21,2021-09-04,0.27,1,4,4,21-156556
6993905,"WestEndZen, Shared Garden Suite.",6532964,Cassidy And Richie,,West End,49.28373,-123.13267,Private room,99,1,313,2021-11-27,3.98,1,60,38,Licence # 21-156288
7022315,4BR Vancouver Special @ Langara,9205420,Meelie,,Sunset,49.22261,-123.10396,Entire home/apt,275,30,21,2019-07-07,0.27,1,87,0,19-225862
7025378,POOL HAVEN in the Centre of it All!,36826372,Andrea,,Kerrisdale,49.22609,-123.16761,Entire home/apt,100,2,102,2021-11-27,1.30,1,69,21,19-177599
7027063,Boutique Laneway Home,8246436,Dan,,Kensington-Cedar Cottage,49.24631,-123.08651,Entire home/apt,120,30,12,2016-09-15,0.18,1,0,0,
7034128,2 bedroom apartment/suit for rent,33501321,Michael & Alina,,Hastings-Sunrise,49.28053,-123.02698,Entire home/apt,220,30,58,2017-12-31,0.74,2,338,0,
7037160,Kits Keep: Beautiful 1 Bedroom Suite in Kitsilano!,36895549,Tanja & Kent,,Kitsilano,49.25962,-123.16809,Entire home/apt,113,2,132,2021-12-04,1.72,1,0,16,21-156348
7054627,Furnished 1 bed suite in Vancouver!,18823483,Tc,,Victoria-Fraserview,49.2308,-123.07286,Entire home/apt,83,30,69,2021-10-17,0.88,2,177,3,
7071924,Loft in Yaletown,2147373,A,,Downtown,49.27832,-123.12194,Entire home/apt,169,1,326,2021-11-20,4.20,1,77,31,21-157089
7091335,Kensington Basement Suite,23820873,Louise,,Kensington-Cedar Cottage,49.23738,-123.06686,Entire home/apt,70,30,26,2018-12-30,0.33,1,0,0,
7094995,Private Room In House,33154119,Justin,,Kitsilano,49.2693,-123.15204,Private room,70,3,142,2021-11-26,1.82,1,351,20,19-161416
7109101,City Townhouse with Private Rooftop Deck and Parking,31102391,Kevin And Kathryn,,Downtown,49.27799,-123.10527,Entire home/apt,102,30,58,2021-10-31,0.75,1,151,3,18551911
7112627,Granville Island/False Creek/pastoral view,25470676,Patricia,,Fairview,49.26746,-123.12785,Entire home/apt,249,5,7,2021-08-17,0.13,2,139,1,18-582307
7143428,Stylish Strathcona Home 2 Bed + Studio,29279136,Trev And Kate,,Downtown Eastside,49.27563,-123.08911,Entire home/apt,354,2,49,2021-11-30,0.63,1,64,12,21-156305
7146259,Family Friendly Home Minutes from Downtown and YVR,11400640,Jay,,Sunset,49.22013,-123.09624,Entire home/apt,467,3,261,2021-10-28,3.33,1,318,20,21-158641
7148404,2BR Oceanview in Downtown Vancouver in Springtime!,33144414,Boris,,West End,49.27842,-123.133,Entire home/apt,69,30,83,2021-03-06,1.06,1,0,2,
7162553,LARGE CENTRAL MODERN FURNISHED LOFT,2450753,Gordon,,Mount Pleasant,49.26686,-123.09706,Entire home/apt,195,7,24,2021-09-27,0.31,1,283,5,21-156687
7178024,Spacious Yaletown Seawall Apartment,32813733,Alexia,,Downtown,49.27419,-123.11371,Entire home/apt,422,30,34,2017-09-28,0.44,1,263,0,
7183413,Fully private space with separate entrance,10032155,Jeffrey,,Grandview-Woodland,49.27042,-123.06965,Private room,87,2,159,2020-03-09,2.43,1,0,0,19-162250
7206626,Cottage Collingwood 1-Bedroom Suite at Bsmt level,36141263,Tammy&Sean,,Dunbar Southlands,49.2559,-123.18094,Entire home/apt,110,60,23,2021-09-11,0.31,2,227,1,19-276709
7341791,Introvert’s Sanctuary in Luxury Hostel,23069890,Rebecca,,Oakridge,49.22437,-123.13893,Private room,75,1,276,2021-10-26,3.54,4,13,21,21-309505
7365327,"Character Romy""s suite",26510197,Theresa,,Kitsilano,49.26276,-123.14645,Entire home/apt,325,1,29,2021-10-11,0.43,5,361,5,21-158762
7432239,Little House - Kitsilano Point Grey,38931278,Sheila,,West Point Grey,49.26405,-123.18769,Entire home/apt,200,30,53,2021-11-02,0.70,1,144,2,
7438069,Modern house in trendy Main Street neighbourhood.,21853131,Ross,,Riley Park,49.2524,-123.10314,Entire home/apt,363,4,89,2021-11-15,2.65,1,231,28,LICENCE NUMBER -21-157597
7491868,Urban getaway by the Lake,26704778,Claudia,,Kensington-Cedar Cottage,49.25283,-123.06842,Entire home/apt,110,30,2,2015-09-01,0.03,1,73,0,
7494656,Private Ensuite in Scenic Kits - 5 min to UBC!,39181323,Isabel,,West Point Grey,49.26258,-123.18716,Private room,89,3,66,2021-11-27,0.86,2,67,2,18-591290
7518690,Room Close to Downtown/VGH/BCCH II,573014,Nuha,,South Cambie,49.25031,-123.1205,Private room,70,120,62,2020-01-05,0.93,3,365,0,18-611304
7519374,Room Close to Downtown/VGH/BCCH III,573014,Nuha,,South Cambie,49.25099,-123.12128,Private room,89,120,64,2019-09-08,0.83,3,314,0,18-611304
7548858,Tree Tops loft in Mount Pleasant,1339708,Ryan,,Mount Pleasant,49.26595,-123.09794,Entire home/apt,245,4,129,2021-10-22,1.67,2,161,21,21-156244
7574951,Sunny Kits loft in character home,32169044,Jacqueline,,Kitsilano,49.2661,-123.1833,Entire home/apt,79,60,103,2021-09-01,1.33,1,156,2,
7581353,Private room suite in a new house on 41st Avenue,36231569,Yu,,Renfrew-Collingwood,49.23383,-123.04672,Private room,70,30,46,2021-09-30,0.62,2,199,6,
7583407,Beautiful ground level suite in Character home,8522435,Stephanie,,Mount Pleasant,49.26047,-123.08027,Entire home/apt,150,1,183,2021-11-09,2.69,1,27,12,21-156426
7596005,238 One Bedroom at the Savoy,600607,Bruce,,Downtown,49.27777,-123.11919,Entire home/apt,81,30,4,2019-09-05,0.06,45,16,0,
7635114,Luxurious Master Bedroom in Kits,39181323,Isabel,,West Point Grey,49.26108,-123.18723,Private room,104,1,62,2021-10-17,0.80,2,365,11,18-591290
7639521,Vintage Guest Loft in Converted Warehouse,6723104,Tanya,,Downtown Eastside,49.28185,-123.10456,Entire home/apt,166,2,592,2021-12-07,7.73,1,254,75,21-158384
7674840,"3Bd house, great location, big comfy beds",3844155,Amy,,Grandview-Woodland,49.27576,-123.06508,Entire home/apt,225,3,16,2019-08-30,0.21,1,0,0,19-188148
7696149,Japanese Style One Bedroom Suite,40246737,Grace,,Killarney,49.22239,-123.03277,Entire home/apt,198,1,16,2020-03-24,0.30,2,0,0,20-161516
7701543,Luxury Downtown+Free Parking+Gym+Pool+Sauna+HotTub,40454619,Alex,,Downtown,49.28043,-123.10787,Private room,199,1,195,2020-02-18,2.53,1,0,0,20-160985
7716459,Townhouse w/ private ROOFTOP PATIO (and parking),40539892,Darelle,,Downtown Eastside,49.28062,-123.10494,Entire home/apt,200,2,7,2018-10-07,0.16,1,0,0,18-549547
7741348,"Bella's Heritage House, City Hall",40689478,Carol-Anne,,Mount Pleasant,49.25979,-123.11194,Private room,64,1,335,2021-11-25,4.35,1,109,42,21-157019
7747325,"Bright, Playful and Eclectic Mt Pleasant Loft",39373845,Jenn,,Mount Pleasant,49.26634,-123.09807,Entire home/apt,89,2,0,,,1,0,0,19-163065
7748307,Stylish Yaletown Condo with Fireplace and Den,406594,Dawn,,Downtown,49.27765,-123.11536,Entire home/apt,125,30,5,2018-05-14,0.07,3,365,0,
7749728,Spacious 1 bed/2 bath apt downtown,40739636,Jordan,,Downtown,49.27667,-123.12752,Entire home/apt,150,30,2,2016-02-14,0.03,1,0,0,
7787115,View Penthouse by the beach in Kits,17937686,Oliver,,Kitsilano,49.26984,-123.17918,Entire home/apt,635,7,7,2019-08-31,0.09,1,247,0,19-162272
7788230,New Private Room Near Skytrain (1),40984901,Holly,,Marpole,49.21311,-123.11348,Private room,38,31,50,2021-10-03,0.67,6,226,1,18-499207
7804061,Cozy and Bright Railtown Sanctuary,14550059,Carmen,,Downtown Eastside,49.28253,-123.0918,Entire home/apt,121,3,158,2021-10-17,2.06,1,9,15,21-156314
7812180,One Bedroom Apartment,12453936,Tiffany,,Mount Pleasant,49.26443,-123.09925,Entire home/apt,141,2,33,2021-11-21,0.71,1,17,12,21-157636
7819691,Spacious loft next to Granville Is.,41169039,Geneen,,Fairview,49.26559,-123.14014,Entire home/apt,254,30,45,2019-10-06,0.58,1,61,0,18-552222
7822189,private room for female only,40743512,Az,,Renfrew-Collingwood,49.25211,-123.03292,Private room,45,30,54,2020-03-01,0.72,7,89,0,
7822875,4time Vancouver SuperHost!,40743512,Az,,Renfrew-Collingwood,49.25101,-123.03313,Entire home/apt,99,30,29,2020-01-03,0.38,7,80,0,
7827146,Family home near Main St.,41215176,Sarah,,Riley Park,49.24672,-123.09614,Entire home/apt,350,7,19,2021-08-19,0.29,1,0,5,19-160937
7827790,Bright Apartment in Downtown City Centre,34301999,Takumi,,Downtown,49.27656,-123.13123,Entire home/apt,75,4,5,2017-11-13,0.09,1,0,0,20-187312
7838721,Open Concept Gastown Studio,15077998,Mandi,,Downtown Eastside,49.27991,-123.1054,Entire home/apt,155,30,123,2021-09-30,1.73,4,142,3,20-161540
7858563,New Private Room Near Skytrain (2),40984901,Holly,,Marpole,49.21306,-123.11307,Private room,35,31,60,2020-09-02,0.80,6,266,0,21-151404
7858932,Private Room+Bath near skytrain(3),40984901,Holly,,Marpole,49.21295,-123.11193,Private room,52,31,53,2020-10-01,0.75,6,233,0,
7860202,Private Room+Bath near skytrain(4),40984901,Holly,,Marpole,49.21231,-123.11193,Private room,52,31,48,2019-09-26,0.64,6,285,0,
7860338,New Room+ Bath Near Skytrain (5),40984901,Holly,,Marpole,49.21121,-123.11208,Private room,38,31,33,2021-09-10,0.44,6,245,2,
7860380,New Private 2 BR+Bath near Skytrain,40984901,Holly,,Marpole,49.21285,-123.11361,Entire home/apt,119,31,99,2018-07-12,1.33,6,172,0,
7921570,CleanModern 2BD/2BA Yaletown,5424214,Michelle,,Downtown,49.2779,-123.12062,Entire home/apt,286,30,39,2020-01-26,0.52,1,363,0,Exempt
7931005,"Nice apartment, middle of Vancouver",15907077,Daniel,,Mount Pleasant,49.26339,-123.08925,Entire home/apt,110,90,19,2018-08-16,0.26,1,0,0,18-566755
7936342,Live the Penthouse Life!,10385583,Elizabeth,,Downtown Eastside,49.27862,-123.09962,Entire home/apt,160,30,27,2021-10-07,0.37,1,343,2,21-105438
7986252,Gorgeous new townhouse with 2 King Size beds,10844593,Daniel & Sara,,Sunset,49.23191,-123.09369,Entire home/apt,250,4,9,2018-09-11,0.12,2,0,0,18-581804
7988085,Central VANCOUVER - Large queen bed #3,42068304,Adrian And Mary,,Kensington-Cedar Cottage,49.25053,-123.06958,Private room,55,30,37,2019-12-31,0.48,2,315,0,19-188581
7989551,M1 - Comfy Chic 2 Bedroom Yaletown Condo,21783759,Viviena,,Downtown,49.27483,-123.11601,Entire home/apt,150,30,25,2021-11-25,0.35,7,270,3,
7997635,Historic Cedar Cottage Hideaway,20535222,Katy,,Kensington-Cedar Cottage,49.24963,-123.07277,Private room,69,1,138,2021-12-04,1.80,2,219,5,21-157239
8014842,Private suite in Collingwood area,7249196,David,,Killarney,49.23062,-123.03803,Entire home/apt,72,3,121,2019-09-19,1.58,1,0,0,18-607337
8017360,Bright cozy home by beach and DT,42335303,ParisIan,,West End,49.28311,-123.13196,Entire home/apt,70,30,0,,,1,0,0,
8047959,Spectacular views close to all!,19666634,Sven,,Strathcona,49.27604,-123.0988,Private room,102,2,85,2021-10-07,1.11,1,90,5,18-587960
8107160,Beach Front Home with Large Patios in Kitsilano!!!,10854870,Ashley,,Kitsilano,49.27465,-123.15155,Entire home/apt,398,5,5,2018-08-26,0.07,1,74,0,21-157359
8118622,Downtown Yaletown 2bed 2bath,42734189,Arianna,,Downtown,49.27805,-123.12536,Entire home/apt,500,30,21,2020-08-06,0.28,1,365,0,19-145531
8167795,Large studio for 1 next to Stanley Park West End,129426,Reid And Carolyn,,West End,49.29034,-123.13968,Entire home/apt,80,60,1,2018-06-05,0.02,1,102,0,
8171107,Kitsilano Home/Country Chic/Near Beach/30 Days+,7835216,Teny,,Kitsilano,49.267456,-123.153473,Entire home/apt,148,30,25,2021-11-10,0.37,1,98,1,
8210512,Beautiful 2 bedroom home in Vancouver,43294549,Kerry,,Riley Park,49.25368,-123.09956,Entire home/apt,150,3,4,2019-09-02,0.10,1,0,0,19-161994
8210879,Beautiful Kits Heritage Home,7021457,Leila,,Kitsilano,49.2688,-123.18376,Entire home/apt,225,5,1,2017-08-20,0.02,2,0,0,19-163014
8252104,Carmo Place - Your Cozy Suite,43518117,Andrew And Connie,,Grandview-Woodland,49.26377,-123.05951,Entire home/apt,120,2,223,2021-12-05,2.99,1,153,21,19-161745
8254293,Heart of Downtown Vancouver,43528879,Fei,,Downtown,49.28091,-123.11861,Entire home/apt,180,60,61,2018-01-02,0.80,1,83,0,
